"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"RUPOSTERS - новости, которые вы заслужили!","ruposters.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","18159","27600","00:01:08","0.0","785"
"«Культура» — телевизионный канал","tvkultura.ru","Новости и СМИ, Новости и СМИ->Телевидение","Представительства бизнесов и организаций","да","17590","23800","00:04:07","0.0","948"
"Клео — ежедневный женский сетевой журнал","kleo.ru","Здоровье, красота, стиль, Здоровье, красота, стиль->Журналы о красоте и здоровье","Контентные проекты","да","17541","25250","00:00:55","0.0","625"
"«Burdastyle.ru» — мода своими руками","burdastyle.ru","Здоровье, красота, стиль->Одежда, обувь, аксессуары, Здоровье, красота, стиль, Торговля->Одежда, обувь, аксессуары, Торговля","Контентные проекты","да","16608","24400","00:10:02","0.0","931"
"БезФормата.Ru - Новости | Новости города | Лента","bezformata.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","16526","21600","00:01:46","0.0","637"
"78.ru | Официальный сайт телеканала | Новости политики...","78.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","16503","20650","00:01:27","0.0","704"
"Справочник минимальных цен Москвы","minimum-price.ru","","Контентные проекты","да","16427","20250","00:01:14","0.0","560"
"Секрет фирмы — интернет-журнал о бизнесе","secretmag.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Контентные проекты","да","16396","22150","00:04:21","0.0","759"
"Клуб любителей дачи 7dach.ru","7dach.ru","Домашнее хозяйство->Сад и огород, Домашнее хозяйство","Сообщества","да","16126","21250","00:01:44","0.0","666"
"1001 гороскоп — астрологический портал","1001goroskop.ru","Развлечения и отдых","Контентные проекты","да","15829","22100","00:07:57","0.0","1286"
"Женский журнал NeoLove.RU, а так же бесплатный сайт...","neolove.ru","Здоровье, красота, стиль, Здоровье, красота, стиль->Журналы о красоте и здоровье","Контентные проекты","да","15750","21100","00:03:41","0.0","615"
"Центр управления финансами","center-yf.ru","Справочные ресурсы, Справочные ресурсы->Энциклопедии","Контентные проекты","да","15238","20050","00:03:47","0.0","608"
"Lostfilm.tv — портал о зарубежных сериалах","lostfilm.tv","Развлечения и отдых->Фильмы онлайн, Развлечения и отдых","Видео","да","15094","21600","00:23:49","0.0","2395"
"Кулинарные рецепты и мастер классы - Алимеро","alimero.ru","Домашнее хозяйство->Кулинария и рецепты, Домашнее хозяйство","Контентные проекты","да","14920","18900","00:02:15","0.0","579"
"Футбол России","rusfootball.info","Спорт и активный образ жизни, Спорт и активный образ жизни->Футбол","Контентные проекты","да","14796","19250","00:04:04","0.0","1036"
"Идеи вашего дома — журнал о ремонте и дизайне","ivd.ru","Домашнее хозяйство->Товары для дома и интерьера, Домашнее хозяйство","Контентные проекты","да","14497","18650","00:04:06","0.0","660"
"Женский портал Woman365.ru","woman365.ru","Домашнее хозяйство","Контентные проекты","да","14437","17850","00:01:22","0.0","507"
"«Вести Экономика» — аналитические материалы","vestifinance.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","да","13603","19550","00:02:49","0.0","616"
"Автоновости дня - авто журнал АвтоВзгляд","avtovzglyad.ru","Авто и мото->Издания об автомобилях, Авто и мото, Новости и СМИ->Издания об автомобилях, Новости и СМИ","Контентные проекты","да","13498","17850","00:02:18","0.0","604"
"Вокруг света — познавательный портал","vokrugsveta.ru","Путешествия->Страны, города, достопримечательности, Путешествия","Контентные проекты","да","12919","17200","00:01:37","0.0","557"
"Chip — компьютерный журнал","ichip.ru","Техника и технологии, Техника и технологии->Новости Hi-Tech","Контентные проекты","да","12058","15450","00:01:00","0.0","436"
"АгроСервер.ру — информационная поддержка сельского...","agroserver.ru","Промышленность и сельское хозяйство->Сельское хозяйство, Промышленность и сельское хозяйство","Агрегаторы","да","12036","15650","00:07:51","0.0","575"
"Look at me — сайт о креативных индустриях","lookatme.ru","Новости и СМИ, Новости и СМИ->Новости технологий","Контентные проекты","да","11978","16200","00:00:26","0.0","466"
"Живи — велнес-портал","jv.ru","Спорт и активный образ жизни->Фитнес и бодибилдинг, Здоровье, красота, стиль, Спорт и активный образ жизни, Здоровье, красота, стиль->Фитнес и бодибилдинг","Контентные проекты","да","11684","15700","00:01:54","0.0","442"
"Бизнес-справочник ""UNFALL""","unfall.ru","Бизнес->Организация бизнеса, Бизнес","Контентные проекты","да","11658","15300","00:00:47","0.0","421"
"Architectural digest | AD Magazine","admagazine.ru","Строительство и ремонт->Дизайн интерьера, Культура и искусство, Строительство и ремонт, Новости и СМИ","Контентные проекты","да","11451","16150","00:04:21","0.0","707"
"Последние новости Москвы, события и все развлечения...","moslenta.ru","Новости и СМИ","Новости","да","11225","15350","00:01:43","0.0","673"
"«Playboy» — журнал","playboyrussia.com","Для взрослых (18+), Для взрослых (18+)->Литература 18+","Контентные проекты","да","11020","14100","00:01:49","0.0","512"
"«Евро-футбол.ру» — новости футбола России и Европы","euro-football.ru","Спорт и активный образ жизни, Спорт и активный образ жизни->Футбол","Новости","да","10981","14250","00:03:02","0.0","618"
"Дом 2 последние новости и слухи на 6 дней раньше – Шлок","schlock.ru","Развлечения и отдых->Познавательно-развлекательные сайты, Развлечения и отдых","Новости","да","10980","14250","00:10:31","0.0","846"
"Online812.ru - Город 812 — сетевой журнал","online812.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","10861","13600","00:01:29","0.0","424"
"Неизведанный мир магии и эзотерики","tayniymir.com","Непознанное->Мистика и эзотерика, Непознанное","Контентные проекты","да","10573","13350","00:01:32","0.0","432"
"«Rambler News Service» — информационное агентство","rns.online","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","10493","13400","00:02:06","0.0","449"
"Главная - Агроному.com","agronomu.com","Домашнее хозяйство->Сад и огород, Домашнее хозяйство","Контентные проекты","да","10372","12850","00:01:17","0.0","389"
"«Аргументы недели» — еженедельная газета","argumenti.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","10326","12850","00:01:05","0.0","410"
"Car.ru — автомобильный портал","car.ru","Авто и мото->Издания об автомобилях, Авто и мото, Авто и мото->Продажа автомобилей и мотоциклов, Торговля->Продажа автомобилей и мотоциклов, Новости и СМИ->Издания об автомобилях, Новости и СМИ, Авто и мото->Автомобили, Торговля","Контентные проекты","да","10154","13100","00:02:20","0.0","435"
"«V1.ru» — информационный портал Волгограда","v1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","10149","13000","00:03:37","0.0","511"
"«Счастливые родители» — энциклопедия материнства","parents.ru","Семья и дети, Семья и дети->Развитие и воспитание детей","Контентные проекты","да","10087","14250","00:01:14","0.0","403"
"Яндекс.Толока - заработок в интернете без вложений","toloka.yandex.ru","Работа и карьера->Работа в интернете, Работа и карьера","Сервисы","да","10046","17150","01:55:54","0.6554621848739495","859"
"Алиса — ваш голосовой помощник, созданный в Яндексе","alice.yandex.ru","Техника и технологии, Техника и технологии->Интернет-сервисы","Сервисы","да","9948","13150","00:01:16","0.0","345"
"«Gorod48.ru» — информационный портал г. Липецка","gorod48.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","9844","13800","00:26:49","0.0","1074"
"DIWIS | Женский журнал. Последние новости ДОМ...","diwis.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Контентные проекты","да","9825","12450","00:00:49","0.0","331"
"Яндекс.Диалоги — доверьте общение с клиентами Алисе","dialogs.yandex.ru","Услуги","Сервисы","да","9789","13500","00:01:47","0.0","369"
"«Myslo.ru» — тульский городской портал","myslo.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Контентные проекты","да","9600","14250","00:09:31","0.0","742"
"Строительный портал Центральный полигон Centro-pol.ru","centro-pol.ru","Строительство и ремонт->Строительные материалы и оборудование, Строительство и ремонт","Контентные проекты","да","9585","11850","00:01:19","0.0","385"
"«74.ру» — челябинский портал","74.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","9490","12250","00:07:39","0.0","445"
"Рамблер/поиск","nova.rambler.ru","","Сервисы","да","9284","14550","01:07:06","0.0","1370"
"«Колёса» — автомобильный онлайн-журнал","kolesa.ru","Авто и мото->Издания об автомобилях, Авто и мото, Новости и СМИ->Издания об автомобилях, Новости и СМИ","Контентные проекты","да","9030","11550","00:02:00","0.0","376"
"Водоснабжение и канализация дома, квартиры...","vodakanazer.ru","Строительство и ремонт","Контентные проекты","да","9001","11250","00:01:12","0.0","362"
"«Зарплата.ру» — база резюме и вакансий","zarplata.ru","Работа и карьера, Работа и карьера->Вакансии и резюме","Агрегаторы","да","8980","11900","00:06:58","0.0","389"
"Гражданину.com | Налоги и право для физических лиц","grazhdaninu.com","Государство и общество, Государство и общество->Законодательство","Контентные проекты","да","8962","10950","00:01:02","0.0","310"
"Своими руками - Поделись своими работами!","cpykami.ru","Развлечения и отдых, Развлечения и отдых->Хобби","Контентные проекты","да","8863","11450","00:02:23","0.0","424"
"Здоровьесберегающий сайт","polismed.com","Медицина->Болезни, Медицина","Контентные проекты","да","8825","11600","00:01:05","0.0","335"
"Ferra — интернет-издание - Ferra.ru","ferra.ru","Техника и технологии","Контентные проекты","да","8753","11350","00:01:13","0.0","337"
"Фактрум — познавательный блог","factroom.ru","Развлечения и отдых, Развлечения и отдых->Юмор и Комиксы","Контентные проекты","да","8699","11050","00:01:15","0.0","313"
"Яндекс.Календарь — онлайн-органайзер","calendar.yandex.ru","Техника и технологии, Техника и технологии->Интернет-сервисы","Сервисы","да","8530","12000","00:15:29","0.0","660"
"Погода в России. Точный прогноз на сегодня, завтра...","weather.rambler.ru","Справочные ресурсы, Справочные ресурсы->Погода","Сервисы","да","8505","11650","00:02:41","0.0","799"
"«Goodwill» — автоматизация бизнеса","programmist1s.ru","Торговля","Представительства бизнесов и организаций","да","8436","11300","00:01:53","0.0","397"
"В городе N — портал Нижнего Новгорода","vgoroden.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","8295","10400","00:01:35","0.0","393"
"Машинтоп - автомобильный портал","mashintop.ru","Авто и мото, Авто и мото->Автомобили","Контентные проекты","да","8132","10050","00:00:53","0.0","265"
"«Доктор Питер» — информационный сайт о здоровье","doctorpiter.ru","Медицина->Медицинские услуги, Услуги->Медицинские услуги, Услуги, Медицина","Контентные проекты","да","8118","10400","00:00:32","0.0","293"
"«Стройпортал.ру» — отраслевой портал","stroyportal.ru","Строительство и ремонт->Строительные материалы и оборудование, Строительство и ремонт","Контентные проекты","да","7864","10000","00:02:18","0.0","354"
"Драйв — автомобильный интернет-журнал","drive.ru","Авто и мото, Авто и мото->Автомобили","Контентные проекты","да","7652","10350","00:11:46","0.0","564"
"«72.ru» — Тюменский портал","72.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","7465","9400","00:01:06","0.0","309"
"«Клопс.ru» — калининградский новостной портал","klops.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","7424","9250","00:01:34","0.0","299"
"Avia.pro - портал по авиации №1","avia.pro","Транспорт, перевозки, Транспорт, перевозки->Воздушный транспорт","Контентные проекты","да","7374","9550","00:01:54","0.0","365"
"«Newsland» — новостная социальная сеть","newsland.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","7338","9300","00:02:27","0.0","258"
"Тенденции и тренды женской моды на 2018 год: пальто...","moddam.ru","Здоровье, красота, стиль->Гид по стилю, советы и уроки, Здоровье, красота, стиль","Контентные проекты","да","7294","9100","00:01:14","0.0","301"
"Инструкции и отзывы к лекарственным препаратам","instrukciya-otzyvy.ru","Медицина->Лекарства и медицинские товары, Торговля->Лекарства и медицинские товары, Медицина, Торговля","Контентные проекты","да","7260","9300","00:00:40","0.0","240"
"«НГС.Красноярск» — городской портал Красноярска","ngs24.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","7004","9150","00:01:03","0.0","318"
"Кьюто.ру — помощь в выборе нового автомобиля","quto.ru","Авто и мото, Авто и мото->Автомобили","Агрегаторы","да","6915","8900","00:01:27","0.0","267"
"«Yoki.Ru» — развлекательный портал","yoki.ru","Развлечения и отдых->Познавательно-развлекательные сайты, Развлечения и отдых","Контентные проекты","да","6910","9100","00:01:02","0.0","283"
"Макспарк - Гайдпарк — социальная сеть","maxpark.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Социальные сети","да","6716","8550","00:01:27","0.0","246"
"Мотор — автомобильный портал — Motor","motor.ru","Авто и мото, Авто и мото->Автомобили","Контентные проекты","да","6712","8650","00:06:44","0.0","409"
"Строительство деревянных домов и коттеджей из бруса...","build-experts.ru","Строительство и ремонт->Строительное проектирование и технадзор, Строительство и ремонт","Контентные проекты","да","6632","8350","00:01:06","0.0","258"
"Прайм — агентство экономической информации","1prime.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","да","6589","8250","00:02:28","0.0","342"
"Купить билеты на междугородний автобус онлайн...","yandex.ru/bus","","Сервисы","да","6577","8450","00:03:48","0.087248322147651","271"
"Новости Воронежа и Воронежской области | Последние...","vestivrn.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","6551","8150","00:02:52","0.0","429"
"Инфоцентр AfterShock • Каким будет завтра?","aftershock.news","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","6501","8250","00:16:52","0.0","343"
"Конт — платформа для социальной журналистики","cont.ws","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Сообщества","да","6501","8500","00:07:28","0.0","290"
"Фермилон: дача, сад, огород, фермерство, земледелие","fermilon.ru","Домашнее хозяйство->Сад и огород, Домашнее хозяйство","Контентные проекты","да","6431","8100","00:02:15","0.0","240"
"DISGUSTING MEN. Отвратительные мужики. 18+","disgustingmen.com","Развлечения и отдых->Познавательно-развлекательные сайты, Развлечения и отдых","Контентные проекты","да","6200","8050","00:03:19","0.0","299"
"SnatchNews - новостной портал","sntch.com","Новости и СМИ","Новости","да","6179","7750","00:02:06","0.0","260"
"Вести ФМ — радиостанция","radiovesti.ru","Новости и СМИ","Новости","да","6133","7750","00:05:14","0.0","360"
"Новости Уфы и Республики Башкортостан: GTRK.TV","gtrk.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","6056","7700","00:00:43","0.0","246"
"Бесплатные объявления России - Доска объявлений Gde.ru","gde.ru","Услуги","Агрегаторы","да","5844","7500","00:02:08","0.0","228"
"АвтоТочки — справочник автолюбителя","avtotochki.ru","Авто и мото, Авто и мото->Автомобили","Агрегаторы","да","5810","7350","00:02:52","0.0","199"
"Новости ДНР, ЛНР, Мира и Украины. Новостной Фронт","news-front.info","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","5805","7350","00:02:12","0.0","250"
"ОПТИМИСТ - не жалею, не зову, не плачу.","oppps.ru","Справочные ресурсы","Контентные проекты","да","5785","7700","00:01:47","0.0","263"
"Яндекс.Интернетометр — проверка скорости интернета","yandex.ru/internet","Техника и технологии, Техника и технологии->Интернет-сервисы","Сервисы","да","5777","7900","00:06:53","0.0","327"
"Новости Перми - 59.ru главные новости сегодня","59.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","5716","7250","00:03:30","0.0","251"
"«161.ru» — информационный портал Ростова-на-Дону","161.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","5683","7100","00:01:52","0.0","240"
"«Ufa1.ru» — информационный портал Уфы","ufa1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","5673","7500","00:01:00","0.0","232"
"НУ И ПОГОДА: Погода в России и Мире. Точный прогноз...","nuipogoda.ru","Справочные ресурсы, Справочные ресурсы->Погода","Сервисы","да","5347","6800","00:01:54","0.0","291"
"«Маяк» — радиовещательная компания","radiomayak.ru","Новости и СМИ","Новости","да","5336","6800","00:03:44","0.0","358"
"Яндекс.Фотки — хостинг фотографий","fotki.yandex.ru","","Сервисы","да","5303","7300","00:03:23","0.0","204"
"Русская весна | Только проверенная информация","rusvesna.su","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","5291","7000","00:46:53","0.0","553"
"FrequentFlyers.ru – Сайт для продвинутых авиапассажиров","frequentflyers.ru","Путешествия->Авиа и ж/д билеты, Путешествия","Новости","да","5097","6600","00:01:22","0.0","206"
"Bouw.ru - строительный портал","bouw.ru","Строительство и ремонт->Советы и рекомендации по строительству, Строительство и ремонт","Контентные проекты","да","5060","6450","00:01:18","0.0","187"
"Все о рынке 3D печати на 3DList.ru Россия.","3dlist.ru","","Контентные проекты","да","5055","6700","00:01:13","0.0","180"
"Журнал о здоровье MedPulse.Ru","medpulse.ru","Здоровье, красота, стиль, Здоровье, красота, стиль->Здоровый образ жизни, Медицина","Контентные проекты","да","4978","6150","00:01:07","0.0","198"
"Все о детях от рождения до школы: интернет-портал для...","kids365.ru","Семья и дети, Семья и дети->Развитие и воспитание детей","Контентные проекты","да","4931","6500","00:01:50","0.0","180"
"«NaMenu.ru» — кулинарный сайт","namenu.ru","Домашнее хозяйство->Кулинария и рецепты, Домашнее хозяйство","Контентные проекты","да","4813","6050","00:01:02","0.0","186"
"GMbox.ru — игровой медиа-портал","gmbox.ru","Развлечения и отдых->Компьютерные игры, Развлечения и отдых","Контентные проекты","да","4673","5950","00:01:39","0.0","183"
"Пасьянсы онлайн: «Косынка», «Паук», «Коврик» и другие.","razlozhi.ru","Развлечения и отдых->Компьютерные игры, Развлечения и отдых","Онлайн-игры","да","4601","7150","10:41:57","0.0","1054"
"«Soccer.ru» — новости футбола России и Европы","soccer.ru","Спорт и активный образ жизни, Спорт и активный образ жизни->Футбол","Новости","да","4578","8700","00:06:04","0.0","299"
"Drivenn.ru — автомобили в Нижнем Новгороде","drivenn.ru","Авто и мото, Авто и мото->Продажа автомобилей и мотоциклов, Торговля->Продажа автомобилей и мотоциклов, Торговля","Агрегаторы","да","4563","5700","00:01:53","0.0","200"
"«Зайцев.FM» — музыкальная онлайн-радиостанция","zaycev.fm","Развлечения и отдых, Развлечения и отдых->Музыка онлайн","Сервисы","да","4464","6350","00:17:15","0.0","460"
"«MyLove.ru» — сайт знакомств","mylove.ru","Развлечения и отдых->Знакомства и общение, Развлечения и отдых","Социальные сети","да","4460","6400","01:41:06","0.0","419"
"«Анекдотов.net» — развлекательный портал","anekdotov.net","Развлечения и отдых, Развлечения и отдых->Юмор и Комиксы","Контентные проекты","да","4437","5500","00:13:05","0.0","274"
"Недвижимость RealtyMag — 2 011 986 объектов на...","realtymag.ru","Недвижимость, Недвижимость->Жилая недвижимость","Агрегаторы","да","4339","5650","00:05:57","0.0","196"
"Папарацци.ру - новости шоу-бизнеса","paparazzi.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","4258","6150","00:07:40","0.0","270"
"Идеономика – Умные о главном","ideanomics.ru","Бизнес","Контентные проекты","да","4177","5500","00:02:17","0.0","227"
"«63.ru» — сайт для жителей Самарской области","63.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","4136","5300","00:05:13","0.0","236"
"Веб Телеграмм онлайн с прокси, proxy для России.","телеграмм.онлайн","Услуги","Социальные сети","да","4076","6300","02:10:23","0.0","612"
"Футбол онлайн, прямые трансляции... - LiveResult","liveresult.ru","Спорт и активный образ жизни, Спорт и активный образ жизни->Футбол","Видео","да","3893","5100","00:03:57","0.0","199"
"Вязание крючком и спицами: схемы, мастер-классы, видео","verena.ru","Здоровье, красота, стиль","Контентные проекты","да","3883","5200","00:13:12","0.0","366"
"Читать мангу на Русском онлайн. Свежие переводы.","readmanga.me","Развлечения и отдых, Развлечения и отдых->Юмор и Комиксы","Контентные проекты","да","3845","6250","02:45:08","0.0","497"
"«Новый Калининград.ru» — городской портал","newkaliningrad.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","3773","4800","00:02:51","0.0","149"
"Сделай сам своими руками - поделки и мастер-классы","sdelaysam-svoimirukami.ru","Справочные ресурсы","Контентные проекты","да","3772","4850","00:02:00","0.0","159"
"«InoPressa» — материалы зарубежной прессы","inopressa.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","3722","5000","00:06:29","0.0","244"
"«Авторамблер» — автомобильный портал","autorambler.ru","Авто и мото->Издания об автомобилях, Авто и мото, Новости и СМИ->Издания об автомобилях, Новости и СМИ","Контентные проекты","да","3693","4600","00:03:04","0.0","152"
"ДомКадров.ру: поиск работы, поиск сотрудников","domkadrov.ru","Работа и карьера, Работа и карьера->Вакансии и резюме","Агрегаторы","да","3645","4650","00:03:14","0.0","141"
"«76.ru» — городской портал Ярославля","76.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","3580","5400","00:06:03","0.0","242"
"Женский журнал Женомания. Сайт для девушек и женщин","zhenomaniya.ru","Здоровье, красота, стиль, Здоровье, красота, стиль->Журналы о красоте и здоровье","Контентные проекты","да","3566","4450","00:00:46","0.0","148"
"Глобус24 - образование для всех","globuss24.ru","Образование->Учебно-методические материалы, Образование","Контентные проекты","да","3564","4800","00:00:42","0.0","139"
"Интересные новости OAnews","oane.ws","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","3526","4550","00:00:35","0.0","136"
"Poezdato.net - расписание поездов и электричек в России...","poezdato.net","Путешествия->Авиа и ж/д билеты, Путешествия","Агрегаторы","да","3519","4400","00:02:26","0.0","144"
"«Новые автомобили» — автомобильный портал","njcar.ru","Авто и мото, Авто и мото->Продажа автомобилей и мотоциклов, Торговля->Продажа автомобилей и мотоциклов, Торговля","Агрегаторы","да","3486","4300","00:02:03","0.0","149"
"Сделано у нас - Нам есть чем гордиться! - Сделано у нас","sdelanounas.ru","Новости и СМИ, Новости и СМИ->Новости технологий","Контентные проекты","да","3440","4350","00:05:39","0.0","198"
"Меню на каждый праздник. Что приготовить на день...","every-holiday.ru","Домашнее хозяйство->Кулинария и рецепты, Домашнее хозяйство","Контентные проекты","да","3403","4200","00:00:48","0.0","120"
"«Cорок семь новостей из Ленинградской области»","47news.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","3397","4450","00:01:39","0.0","153"
"НГС.Омск — городской портал","ngs55.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","3358","4200","00:01:11","0.0","117"
"Ремонт квартир, офисов, домов","repairshome.ru","Строительство и ремонт->Советы и рекомендации по строительству, Строительство и ремонт","Контентные проекты","да","3277","4200","00:01:21","0.0","136"
"Сберометр - курс доллара и евро на завтра","sberometer.ru","Финансы->Финансовые рынки, Финансы","Сервисы","да","3259","4800","00:05:56","0.0","262"
"Журнал о здоровье Здоровый дух","pora.ru","Здоровье, красота, стиль, Здоровье, красота, стиль->Здоровый образ жизни","Контентные проекты","да","3195","3850","00:00:40","0.0","125"
"Стройпортал Mainavi","mainavi.ru","Строительство и ремонт->Советы и рекомендации по строительству, Строительство и ремонт","Контентные проекты","да","3111","4000","00:02:18","0.0","132"
"«CarsGuru.net» — автомобильный портал","carsguru.net","Авто и мото, Авто и мото->Продажа автомобилей и мотоциклов, Торговля->Продажа автомобилей и мотоциклов, Торговля","Агрегаторы","да","3110","3800","00:01:09","0.0","109"
"ГТРК «Владивосток»— приморское телевидение и радио","vestiprim.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","3110","3800","00:00:51","0.0","123"
"Orchardo.ru - создайте участок вашей мечты...","orchardo.ru","Домашнее хозяйство->Сад и огород, Домашнее хозяйство","Контентные проекты","да","2945","3650","00:01:06","0.0","103"
"Секреты домоводства – полезные советы хозяйкам","hozsekretiki.ru","Домашнее хозяйство->Бытовые услуги, Услуги->Бытовые услуги, Услуги, Домашнее хозяйство","Контентные проекты","да","2942","3800","00:00:55","0.0","112"
"«Fanat1k.ru» — сайт болельщиков «Спартака»","fanat1k.ru","","Контентные проекты","да","2935","4100","02:18:28","0.0","362"
"ДачаДекор: Ландшафтный дизайн дачного участка своими...","dachadecor.ru","Домашнее хозяйство->Сад и огород, Домашнее хозяйство","Контентные проекты","да","2903","3600","00:01:22","0.0","103"
"«F1news.ru» — новости Формулы 1","f1news.ru","Авто и мото->Издания об автомобилях, Авто и мото, Новости и СМИ->Издания об автомобилях, Новости и СМИ","Новости","да","2877","4300","00:47:20","0.0","504"
"Рамблер/помощь","help.rambler.ru","Справочные ресурсы","Контентные проекты","да","2768","3650","00:02:04","0.0","127"
"«Orsk.ru» — информационно-развлекательный портал","orsk.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","2694","3400","00:05:57","0.0","143"
"Скачать взломанные игры и моды на Андроид бесплатно","alpha-ag.ru","Развлечения и отдых->Игры, Развлечения и отдых","Контентные проекты","да","2692","3550","00:05:30","0.0","133"
"«PassionForum.ru» — сообщество рукодельниц","passionforum.ru","Развлечения и отдых, Развлечения и отдых->Хобби","Сообщества","да","2643","3600","00:04:54","0.0","159"
"Рецепты с фото","ej-ka.net","Домашнее хозяйство->Кулинария и рецепты, Домашнее хозяйство","Контентные проекты","да","2614","3150","00:01:21","0.0","97"
"Скрытые друзья ВКонтакте в открытом доступе","220vk.com","","Сервисы","да","2474","3750","00:12:21","0.0","234"
"У нас можно читать Мангу для взрослых онлайн на Русском.","mintmanga.com","Развлечения и отдых->Познавательно-развлекательные сайты, Развлечения и отдых","Контентные проекты","да","2458","4000","02:19:08","0.0","382"
"Страна.Ru — путешествия по России","strana.ru","Путешествия->Страны, города, достопримечательности, Путешествия","Контентные проекты","да","2435","3050","00:03:27","0.0","110"
"Поплавок","poplawok.ru","Развлечения и отдых, Развлечения и отдых->Хобби","Контентные проекты","да","2365","3050","00:00:38","0.0","91"
"Газета Труд : Труд — общественно-политическая газета","trud.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","2324","2900","00:00:43","0.0","81"
"Игры онлайн на 146% бесплатно","game01.ru","Развлечения и отдых->Игры, Развлечения и отдых","Онлайн-игры","да","2160","3550","00:53:43","0.0","170"
"Охотники.ру — портал для любителей охоты","ohotniki.ru","Развлечения и отдых, Развлечения и отдых->Хобби","Контентные проекты","да","1992","2500","00:01:05","0.0","77"
"Панорамы, поиск по изображениям... — Рамблер/картинки","images.rambler.ru","Культура и искусство","Сервисы","да","1924","2950","00:08:20","0.0","218"
"Все об интерактивных развлечениях – Рамблер/игры","games.rambler.ru","Развлечения и отдых->Игры, Развлечения и отдых","Онлайн-игры","да","1864","2500","00:08:44","0.0","139"
"Новости Архангельска - 29.ru главные новости сегодня","29.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","1826","2200","00:01:31","0.0","62"
"Энциклопедия лекарственных растений: подробный...","herbalpedia.ru","Здоровье, красота, стиль, Медицина->Витамины и БАДы, Здоровье, красота, стиль->Витамины и БАДы, Медицина","Контентные проекты","да","1826","2250","00:02:57","0.0","64"
